species,decimalLatitude,decimalLongitude,eventDate,scientificName,phylum,class,order,family,genus
Thalassionema nitzschioides,22.00055556,68.97916667,2011,Thalassionema nitzschioides,Heterokontophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema
Canthocalanus pauper,18.7333,72.2833,1967-06-28T04:40:12Z,Canthocalanus pauper,Arthropoda,Copepoda,Calanoida,Calanidae,Canthocalanus
Pseudohapladena martini,19.766666,85.333336,1980,Pseudohapladena martini,Platyhelminthes,Trematoda,Plagiorchiida,Haploporidae,Pseudohapladena
Stolephorus insularis,9.9329996109,76.0830001831,1966-04-10T12:00:00Z,Stolephorus insularis,Chordata,Teleostei,Clupeiformes,Engraulidae,Stolephorus
Glaucostegus obtusus,11.93,79.85,1841,Glaucostegus obtusus,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus
Taurasia striata,10.0,93.0,1844-07-02T00:00:00Z,Taurasia striata,Mollusca,Gastropoda,Neogastropoda,Muricidae,Taurasia
Subeucalanus subcrassus,13.65,70.7333,1973-09-03T17:40:12Z,Subeucalanus subcrassus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Padina australis,8.5,79.0,1887-07-02T12:00:00Z,Padina australis,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Padina
Hilsa kelee,21.703926,89.2610127,2023-01-09,Hilsa kelee,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Hilsa
Cypridina dentata,15.9799995422,86.3000030518,,Cypridina dentata,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina
Caranx tille,9.271098,80.814225,1969-04-14,Caranx tille,Chordata,Teleostei,Carangiformes,Carangidae,Caranx
Nassarius horridus,12.3999996185,92.9499969482,,Nassarius horridus,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius
Parvocalanus latus,10.0,68.0,1980-04-02T07:30:00Z,Parvocalanus latus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Parvocalanus
Nemipterus peronii,13.083,80.3,,Nemipterus peronii,Chordata,Teleostei,Eupercaria incertae sedis,Nemipteridae,Nemipterus
Sphaeroidinella dehiscens,9.0292,72.8778,1972-03-10,Sphaeroidinella dehiscens,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Sphaeroidinella
Krohnitta subtilis,13.0,81.0,,Krohnitta subtilis,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta
Pomatoschistus microps,21.7933049,89.2808746,2023-01-09,Pomatoschistus microps,Chordata,Teleostei,Gobiiformes,Gobiidae,Pomatoschistus
Globigerinoides ruber,15.5895,68.5795,1995-10-15,Globigerinoides ruber,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides
Stegostoma tigrinum,11.983,79.833,,Stegostoma tigrinum,Chordata,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma
Laurencia rigida,10.5,73.0,,Laurencia rigida,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia
Hippocampus trimaculatus,22.6000003815,69.5,1814-07-02T12:00:00Z,Hippocampus trimaculatus,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus
Acropora tenuis,10.0,93.0,1846-07-02T12:00:00Z,Acropora tenuis,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora
Sternula albifrons,22.6000003815,69.5,,Sternula albifrons,Chordata,Aves,Charadriiformes,Laridae,Sternula
Copidognathus fabricii,17.7333335876,83.2666702271,,Copidognathus fabricii,Arthropoda,Arachnida,Trombidiformes,Halacaridae,Copidognathus
Acartia (Odontacartia) spinicauda,21.0667,89.1,1971-06-26T08:10:12Z,Acartia (Odontacartia) spinicauda,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
Globoturborotalita nepenthes,9.0292,72.8778,1972-03-10,Globoturborotalita nepenthes,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globoturborotalita
Hesionides arenaria,15.0,90.0,1937-07-02T12:00:00Z,Hesionides arenaria,Annelida,Polychaeta,Phyllodocida,Microphthalmidae,Hesionides
Teredo bartschi,11.0,72.5,1923,Teredo bartschi,Mollusca,Bivalvia,Myida,Teredinidae,Teredo
Caulleriella bioculata,12.00315,74.91,2009-08-06,Caulleriella bioculata,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella
Eutintinnus lusus-undae,12.4383,73.382166,2018-09-24,Eutintinnus lusus-undae,Ciliophora,Oligotrichea,Choreotrichida,Eutintinnidae,Eutintinnus
Globorotalia exilis,9.0292,72.8778,1972-03-10,Globorotalia exilis,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia
Chicoreus virgineus,11.72,79.77,,Chicoreus virgineus,Mollusca,Gastropoda,Neogastropoda,Muricidae,Chicoreus
Orcaella brevirostris,21.703926,89.2610127,2023-01-09,Orcaella brevirostris,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcaella
Sphaeroidinellopsis seminulina,9.0292,72.8778,1972-03-10,Sphaeroidinellopsis seminulina,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Sphaeroidinellopsis
Clausocalanus arcuicornis,9.1667,75.7833,1967-06-21T13:45:00Z,Clausocalanus arcuicornis,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Stigmatocythere indica,12.29,75.06166667,2007,Stigmatocythere indica,,,,,
Dendropoma andamanicum,10.0,93.0,1933,Dendropoma andamanicum,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Dendropoma
Limacina bulimoides,15.0,90.0,1836-07-02T00:00:00Z,Limacina bulimoides,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina
Goniada emerita,8.29,73.06,1999/2001,Goniada emerita,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada
Xenuroturris cingulifera,10.0,93.0,1822-07-02T12:00:00Z,Xenuroturris cingulifera,Mollusca,Gastropoda,Neogastropoda,Turridae,Xenuroturris
Subeucalanus pileatus,10.0,87.0,1972-07-11T04:45:00Z,Subeucalanus pileatus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Subbotina senni,9.0292,72.8778,1972-03-10,Subbotina senni,Foraminifera,Globothalamea,Rotaliida,Catapsydracidae,Subbotina
Bryopsis plumosa,14.0167,74.4532,2005/2006,Bryopsis plumosa,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis
Laubuka laubuca,26.57,93.16,1957-02-16,Laubuka laubuca,Chordata,Teleostei,Cypriniformes,Cyprinidae,Laubuka
Pseudobiceros hancockanus,11.84653333,93.06161667,2015-08-18,Pseudobiceros hancockanus,Platyhelminthes,,Polycladida,Pseudocerotidae,Pseudobiceros
Olivella nivea,11.1166667938,92.8166656494,,Olivella nivea,Mollusca,Gastropoda,Neogastropoda,Olividae,Olivella
Anodontostoma chacunda,21.7549458,89.2837655,2023-01-09,Anodontostoma chacunda,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Anodontostoma
Butis amboinensis,11.642673,92.746878,,Butis amboinensis,Chordata,Teleostei,Gobiiformes,Eleotridae,Butis
Cycloseris costulata,8.11,93.36,1987-01,Cycloseris costulata,Cnidaria,Hexacorallia,Scleractinia,Fungiidae,Cycloseris
Mesosagitta minima,15.0346,84.2902,2006,Mesosagitta minima,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta
Prionospio phuketensis,13.53231667,92.61771667,2011-11-25,Prionospio phuketensis,Annelida,Polychaeta,Spionida,Spionidae,Prionospio
Halalaimus gracilis,14.16638889,80.40972222,2008,Halalaimus gracilis,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus
Eucampia zoodiacus,20.25833333,86.67611111,2008/2010,Eucampia zoodiacus,Heterokontophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia
Carcharhinus falciformis,20.083933333333,68.067066666667,,Carcharhinus falciformis,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus
Vexillum woldemarii,10.0,93.0,,Vexillum woldemarii,Mollusca,Gastropoda,Neogastropoda,Costellariidae,Vexillum
Lentigo lentiginosus,11.0,72.5,1758,Lentigo lentiginosus,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lentigo
Lamarcka avellana,11.0,72.5,1819-07-02T12:00:00Z,Lamarcka avellana,Mollusca,Bivalvia,Arcida,Arcidae,Lamarcka
Krohnitta subtilis,10.1000003815,93.0699996948,,Krohnitta subtilis,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta
Asthenosoma ijimai,10.0,93.0,,Asthenosoma ijimai,Echinodermata,Echinoidea,Echinothurioida,Echinothuriidae,Asthenosoma
Catapsydrax unicavus,8.9262,90.5388,1972-02-24,Catapsydrax unicavus,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Catapsydrax
Alfredalcockia malabarica,18.4580001831,71.1829986572,1963-11-14T12:00:00Z,Alfredalcockia malabarica,Arthropoda,Malacostraca,Decapoda,Epialtidae,Alfredalcockia
Escualosa thoracata,21.827841,89.1954232,2023-01-08,Escualosa thoracata,Chordata,Teleostei,Clupeiformes,Dorosomatidae,Escualosa
Parvocaulis parvulus,9.5,79.25,1895-07-02T12:00:00Z,Parvocaulis parvulus,Chlorophyta,Ulvophyceae,Dasycladales,Polyphysaceae,Parvocaulis
Talorchestia martensii,17.7166690826,83.3333282471,,Talorchestia martensii,Arthropoda,Malacostraca,Amphipoda,Talitridae,Talorchestia
Globigerinoides conglobatus,9.133,90.033,1969-05-12,Globigerinoides conglobatus,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides
Paracalanus aculeatus,13.65,73.6,1973-09-05T00:19:58Z,Paracalanus aculeatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Ulva flexuosa,10.0,73.0,1963-07-02T12:00:00Z,Ulva flexuosa,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva
Grateloupia lithophila,8.78333282471,78.1333312988,1938-07-02T12:00:00Z,Grateloupia lithophila,Rhodophyta,Florideophyceae,Halymeniales,Grateloupiaceae,Grateloupia
Rhaphoneis discoides,12.55,80.18333333,2006-04/2007-03,Rhaphoneis discoides,Heterokontophyta,Bacillariophyceae,Rhaponeidales,Rhaphoneidaceae,Rhaphoneis
Eunoe pallida,22.6000003815,69.5,1908-07-02T00:00:00Z,Eunoe pallida,Annelida,Polychaeta,Phyllodocida,Polynoidae,Eunoe
Doliolina (Doliolina) sigmoides,8.5,79.0,1933-07-02T12:00:00Z,Doliolina (Doliolina) sigmoides,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolina
Goniastrea retiformis,10.6165,93.1527,1981/1983,Goniastrea retiformis,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Goniastrea
Aglaophamus dibranchis,10.39180833,79.86865,2007/2008,Aglaophamus dibranchis,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus
Stigmatocythere indica,12.22555556,75.09305556,2007,Stigmatocythere indica,,,,,
Discoconchoecia elegans,13.0,82.0,,Discoconchoecia elegans,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia
Sphyrna lewini,11.5,79.833333,,Sphyrna lewini,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna
Protoperidinium latistriatum,15.389,83.73,2001/2002,Protoperidinium latistriatum,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium
Diploprion bifasciatum,8.6626,78.3192,2007/2008,Diploprion bifasciatum,Chordata,Teleostei,Perciformes,Grammistidae,Diploprion
Geodia lindgreni,8.47,79.02,1985,Geodia lindgreni,Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia
Capitella capitata,12.31694444,80.27333333,2008/2011,Capitella capitata,Annelida,Polychaeta,,Capitellidae,Capitella
Holothuria scabra,8.5,79.0,,Holothuria scabra,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria
Proceroecia procera,11.029999733,81.0199966431,,Proceroecia procera,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Proceroecia
Paraconchoecia decipiens,14.4200000763,73.2200012207,,Paraconchoecia decipiens,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Paraconchoecia
Paracalanus aculeatus,18.4333,71.45,1969-09-28T15:15:00Z,Paracalanus aculeatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Pterosagitta draco,10.0,84.0,,Pterosagitta draco,Chaetognatha,Sagittoidea,Aphragmophora,Pterosagittidae,Pterosagitta
Lucicutia flavicornis,18.0333,70.0,1976-10-14T12:00:00Z,Lucicutia flavicornis,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia
Zonosagitta bedoti,10.6499996185,96.5800018311,,Zonosagitta bedoti,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Zonosagitta
Champia indica,8.78333282471,78.1333312988,1933-07-02T12:00:00Z,Champia indica,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Champia
Hydropuntia edulis,17.716667,83.333336,1952,Hydropuntia edulis,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Hydropuntia
Schizoseris bombayensis,16.293368130974,84.102718975153,,Schizoseris bombayensis,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Schizoseris
Arcinella cornuta,26.448,82.1418,,Arcinella cornuta,Mollusca,Bivalvia,Venerida,Chamidae,Arcinella
Discoconchoecia elegans,20.3299999237,71.0,,Discoconchoecia elegans,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia
Dicrolene nigricaudis,10.0,93.0,1891,Dicrolene nigricaudis,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Dicrolene
Scolecithricella marginata,16.0,68.6667,1980-03-19T16:00:00Z,Scolecithricella marginata,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella
Clausocalanus arcuicornis,8.6333,74.4333,1973-09-09T23:30:00Z,Clausocalanus arcuicornis,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Bathygobius cocosensis,21.7933049,89.2808746,2023-01-09,Bathygobius cocosensis,Chordata,Teleostei,Gobiiformes,Gobiidae,Bathygobius
Lima lima,11.0,72.5,,Lima lima,Mollusca,Bivalvia,Limida,Limidae,Lima
Dosinia indica,17.7333335876,83.2666702271,,Dosinia indica,Mollusca,Bivalvia,Venerida,Veneridae,Dosinia
Perinereis cultrifera,11.0,72.5,1840-07-02T00:00:00Z,Perinereis cultrifera,Annelida,Polychaeta,Phyllodocida,Nereididae,Perinereis
Streptochilus latum,9.0292,72.8778,1972-03-10,Streptochilus latum,Foraminifera,Globothalamea,Rotaliida,Chiloguembelinidae,Streptochilus
Tricleocarpa fragilis,20.68333333,70.76666667,2007/2009,Tricleocarpa fragilis,Rhodophyta,Florideophyceae,Nemaliales,Galaxauraceae,Tricleocarpa
Orcaella brevirostris,21.7565804,89.2230583,2023-01-08,Orcaella brevirostris,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcaella
Aidanosagitta regularis,18.25,89.33,1959/1965,Aidanosagitta regularis,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta
Mastacembelus armatus,27.8432999,82.5633011,1996-02-22,Mastacembelus armatus,Chordata,Teleostei,Synbranchiformes,Mastacembelidae,Mastacembelus
Mikroconchoecia curta,10.0,82.0,,Mikroconchoecia curta,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Mikroconchoecia
Euchaeta concinna,20.3,88.3167,1971-11-24T02:31:48Z,Euchaeta concinna,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta
Acrocalanus gibber,8.2833,76.6833,1973-09-12T08:00:00Z,Acrocalanus gibber,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus
Endectyon (Endectyon) fruticosum,9.2,79.13,2002,Endectyon (Endectyon) fruticosum,Porifera,Demospongiae,Axinellida,Raspailiidae,Endectyon
Hermundura annandalei,21.6472225189,87.6333312988,,Hermundura annandalei,Annelida,Polychaeta,Phyllodocida,Pilargidae,Hermundura
Halalaimus gracilis,13.12416667,80.44277778,2008,Halalaimus gracilis,Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus
Caecitellus parvulus,17.4855,68.0247,2010-03-22,Caecitellus parvulus,Bigyra,Bicoecea,Anoecida,Caecitellidae,Caecitellus
Scolaricia dubia,14.5,73.5,1999/2002,Scolaricia dubia,Annelida,Polychaeta,,Orbiniidae,Scolaricia
Cardita variegata,10.0,93.0,,Cardita variegata,Mollusca,Bivalvia,Carditida,Carditidae,Cardita
Ulva compressa,22.466667,69.083336,1820,Ulva compressa,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva
Trilobatus sacculifer,17.0748,69.0447,1986-03-04,Trilobatus sacculifer,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Trilobatus
Globigerina bulloides,15.649,68.5641,1995-10-16,Globigerina bulloides,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerina
Pethia ticto,27.57241667,84.49638889,11/02/2008,Pethia ticto,Chordata,Teleostei,Cypriniformes,Cyprinidae,Pethia
Platanista gangetica,28.80032,70.20998,2001-03-30T13:32:00,Platanista gangetica minor,Chordata,Mammalia,Cetartiodactyla,Platanistidae,Platanista
Lumbrinerides aberrans,9.922222222,75.86666667,2005-01,Lumbrinerides aberrans,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinerides
Oxyurichthys viridis,8.798092,78.158567,,Oxyurichthys viridis,Chordata,Teleostei,Gobiiformes,Gobiidae,Oxyurichthys
Meretrix casta,22.6,69.5,1791,Meretrix casta,Mollusca,Bivalvia,Venerida,Veneridae,Meretrix
Kishinouyepenaeopsis cornuta,8.5,79.0,1905-07-02T12:00:00Z,Kishinouyepenaeopsis cornuta,Arthropoda,Malacostraca,Decapoda,Penaeidae,Kishinouyepenaeopsis
Paracalanus aculeatus,13.65,70.7333,1973-09-03T17:40:12Z,Paracalanus aculeatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Lethrinus nebulosus,13.0925,80.29444,1775,Lethrinus nebulosus,Chordata,Teleostei,Eupercaria incertae sedis,Lethrinidae,Lethrinus
Rhizosolenia styliformis,21.00027778,68.0075,2013,Rhizosolenia styliformis,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia
Turbinaria indica,22.4666671753,69.0833358765,1974-07-02T12:00:00Z,Turbinaria indica,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Turbinaria
Globorotaloides hexagonus,9.133,90.033,1969-05-12,Globorotaloides hexagonus,,,,,
Batepenaeopsis acclivirostris,21.466999054,69.4329986572,1963-11-16T12:00:00Z,Batepenaeopsis acclivirostris,Arthropoda,Malacostraca,Decapoda,Penaeidae,Batepenaeopsis
Subeucalanus subcrassus,8.2833,76.6833,1973-09-12T08:00:00Z,Subeucalanus subcrassus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Caulerpa taxifolia,16.06599998,73.46600342,1984-03-08T12:00:00Z,Caulerpa taxifolia,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa
Globorotalia scitula,12.767,96.067,,Globorotalia scitula,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia
Dactylosaster cylindricus,10.0,93.0,,Dactylosaster cylindricus,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Dactylosaster
Amphioplus (Lymanella) depressus,11.1166667938,92.8166656494,,Amphioplus (Lymanella) depressus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus
Gymnachirus texae,29.0,88.0,1961-02-02,Gymnachirus texae,Chordata,Teleostei,Pleuronectiformes,Achiridae,Gymnachirus
Istiophorus platypterus,13.1677666666669,72.1007,,Istiophorus platypterus,Chordata,Teleostei,Carangiformes,Istiophoridae,Istiophorus
Sparisoma rubripinne,12.0,69.0,1966-11-20,Sparisoma rubripinne,Chordata,Teleostei,Eupercaria incertae sedis,Scaridae,Sparisoma
Euterpina acutifrons,20.65,89.4833,1971-11-23T07:04:48Z,Euterpina acutifrons,Arthropoda,Copepoda,Harpacticoida,Tachidiidae,Euterpina
Anthenoides cristatus,12.0,93.83,2005,Anthenoides cristatus,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Anthenoides
Phaeocystis globosa,21.827841,89.1954232,2023-01-08,Phaeocystis globosa,Haptophyta,Coccolithophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis
Henryhowella (Neohenryhowella) hartmanni,12.23333333,75.04055556,2007,Henryhowella (Neohenryhowella) hartmanni,,,,,Henryhowella
Subeucalanus subcrassus,20.7833,88.85,1971-06-26T01:19:48Z,Subeucalanus subcrassus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Alatina alata,10.0,93.0,1830,Alatina alata,Cnidaria,Cubozoa,Carybdeida,Alatinidae,Alatina
Calocalanus pavo,20.8333,68.55,1976-10-08T07:00:00Z,Calocalanus pavo,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus
Subeucalanus subtenuis,12.5167,74.15,1973-09-06T22:15:00Z,Subeucalanus subtenuis,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Myrmekioderma granulatum,19.15277778,84.88611111,1908/1910,Myrmekioderma granulatum,Porifera,Demospongiae,Axinellida,Heteroxyidae,Myrmekioderma
Panna microdon,11.483,79.8167,1986/1987,Panna microdon,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Panna
Amphioplus (Lymanella) hastatus,11.116667,92.816666,1867,Amphioplus (Lymanella) hastatus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus
Ophiocoma echinata,14.22351,81.22677,2011-13-09,Ophiocoma echinata,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiocomidae,Ophiocoma
Protoperidinium depressum,8.50408,76.35705,2012-01-04,Protoperidinium depressum,Myzozoa,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium
Lutjanus carponotatus,10.0,93.0,1842-07-02T12:00:00Z,Lutjanus carponotatus,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus
Platycephalus indicus,11.9829998016,79.8330001831,,Platycephalus indicus,Chordata,Teleostei,Perciformes,Platycephalidae,Platycephalus
Rasbora daniconius,19.7666664124,85.3333587646,,Rasbora daniconius,Chordata,Teleostei,Cypriniformes,Cyprinidae,Rasbora
Echinomuricea uliginosa,22.6,69.5,1909,Echinomuricea uliginosa,Cnidaria,Octocorallia,Malacalcyonacea,Acanthogorgiidae,Echinomuricea
Serratosagitta pacifica,13.0699996948,83.1699981689,,Serratosagitta pacifica,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta
Mecynocera clausi,13.0,68.0,1980-03-27T23:30:00Z,Mecynocera clausi,Arthropoda,Copepoda,Calanoida,Paracalanidae,Mecynocera
Alacia alata,13.279999733,80.7300033569,,Alacia alata,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Alacia
Undinula vulgaris,18.45,71.1833,1976-10-13T19:00:00Z,Undinula vulgaris,Arthropoda,Copepoda,Calanoida,Calanidae,Undinula
Globorotalia limbata,9.0292,72.8778,1972-03-10,Globorotalia limbata,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia
Willeella ordinata,22.466667,69.083336,1930,Willeella ordinata,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Willeella
Lutjanus johnii,17.7,83.4,1963-06-13,Lutjanus johnii,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus
Fromia indica,10.0,93.0,1869-07-02T12:00:00Z,Fromia indica,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Fromia
Globoturborotalita rubescens,15.5895,68.5795,1995-10-15,Globoturborotalita rubescens,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globoturborotalita
Glossogobius giuris,16.75,96.167,,Glossogobius giuris,Chordata,Teleostei,Gobiiformes,Gobiidae,Glossogobius
Paijenborchellina indoarabica,12.02111111,75.25944444,2007,Paijenborchellina indoarabica,Arthropoda,Ostracoda,Podocopida,Cytheridae,Paijenborchellina
Grateloupia lithophila,12.6263885498,80.1722259521,1938-07-02T12:00:00Z,Grateloupia lithophila,Rhodophyta,Florideophyceae,Halymeniales,Grateloupiaceae,Grateloupia
